38	99
37	34
128	140
34	114
124	240
136	80
119	100
26	126
48	17
36	100
120	446
131	175
32	205
119	100
139	92
131	343
128	121
60	67
36	100
122	443
124	229
136	64
48	39
45	195
40	6
135	409
120	437
26	57
47	222
132	521
32	157
54	102
80	100
25	46
56	321
84	69
64	200
51	358
63	202
85	110
81	0
68	409
69	196
70	193
14	203
76	422
71	284
66	43
7	100
5	82
11	181
72	745
17	77
67	831
4	100
13	268
10	924
1	762
