38	95
37	28
128	189
34	181
124	261
136	66
119	100
26	275
48	0
36	99
120	465
131	269
32	329
42	73
45	175
123	355
122	366
56	100
54	185
47	379
135	770
59	815
138	689
18	76
46	0
40	453
79	664
71	100
12	169
53	388
75	755
72	97
85	200
5	83
2	0
68	1275
70	101
17	175
76	1088
67	0
11	95
3	491
80	1188
63	96
9	93
13	761
