2	4
4	1
5	4
6	5
7	3
8	1
10	1
12	9
13	3
14	1
15	2
16	4
17	1
18	1
19	6
20	1
22	1
24	2
25	3
26	4
27	7
28	12
30	10
31	9
33	2
34	1
35	2
36	2
37	1
38	4
39	18
40	3
42	5
43	4
44	5
45	4
46	1
48	5
50	1
52	2
53	4
54	6
55	5
57	6
58	2
59	12
63	4
65	7
66	4
67	1
69	1
71	3
72	1
74	2
76	2
77	1
78	1
79	1
80	1
83	1
84	4
85	3
115	4
117	2
119	1
120	3
123	5
126	2
128	1
129	1
130	1
131	1
132	2
133	1
137	3
138	2
