1	9	10	96	91	49	29	31	30
1	9	3	96	94	57	12	31	46
1	9	11	96	64	63	23	31	48
1	9	8	96	99	27	42	31	25
1	9	64	96	96	64	21	31	35
1	9	13	96	100	23	67	31	13
1	9	66	96	71	74	4	31	43
1	9	4	96	93	64	26	31	27
1	9	17	96	2	90	1	31	46
1	9	15	96	0	98	0	31	65535
1	10	3	91	94	66	12	30	46
1	10	11	91	64	52	3	30	48
1	10	8	91	99	31	44	30	25
1	10	64	91	96	4	78	30	35
1	10	13	91	100	8	81	30	13
1	10	66	91	71	64	15	30	43
1	10	4	91	93	27	68	30	27
1	10	17	91	2	98	0	30	46
1	10	15	91	0	96	0	30	65535
1	3	11	94	64	18	14	46	48
1	3	8	94	99	39	26	46	25
1	3	64	94	96	9	60	46	35
1	3	13	94	100	24	58	46	13
1	3	66	94	71	37	14	46	43
1	3	4	94	93	11	72	46	27
1	3	17	94	2	39	15	46	46
1	3	15	94	0	96	0	46	65535
1	11	8	64	99	20	52	48	25
1	11	64	64	96	14	69	48	35
1	11	13	64	100	22	54	48	13
1	11	66	64	71	21	9	48	43
1	11	4	64	93	16	49	48	27
1	11	17	64	2	71	0	48	46
1	11	15	64	0	90	0	48	65535
1	8	64	99	96	29	43	25	35
1	8	13	99	100	23	61	25	13
1	8	66	99	71	69	8	25	43
1	8	4	99	93	20	58	25	27
1	8	17	99	2	11	38	25	46
1	8	15	99	0	95	0	25	65535
1	64	13	96	100	8	64	35	13
1	64	66	96	71	68	10	35	43
1	64	4	96	93	17	65	35	27
1	64	17	96	2	64	8	35	46
1	64	15	96	0	100	0	35	65535
1	13	66	100	71	71	12	13	43
1	13	4	100	93	72	12	13	27
1	13	17	100	2	72	21	13	46
1	13	15	100	0	100	0	13	65535
1	66	4	71	93	5	75	43	27
1	66	17	71	2	11	36	43	46
1	66	15	71	0	54	0	43	65535
1	4	17	93	2	76	12	27	46
1	4	15	93	0	90	0	27	65535
1	17	15	2	0	72	0	46	65535
2	80	31	80	71	51	12	43	44
2	80	5	80	70	25	61	43	34
2	80	18	80	85	23	40	43	37
2	80	17	80	96	7	41	43	41
2	31	5	71	70	13	61	44	34
2	31	18	71	85	14	54	44	37
2	31	17	71	96	5	37	44	41
2	5	18	70	85	57	21	34	37
2	5	17	70	96	63	26	34	41
2	18	17	85	96	49	36	37	41
3	7	66	100	1	97	0	28	46
3	7	19	100	100	57	26	28	33
3	7	20	100	100	28	56	28	26
3	7	6	100	100	66	19	28	46
3	7	21	100	100	70	21	28	35
3	7	1	100	94	60	6	28	44
3	7	17	100	100	30	66	28	22
3	7	13	100	99	49	38	28	31
3	66	19	1	100	2	95	46	33
3	66	20	1	100	0	97	46	26
3	66	6	1	100	0	92	46	46
3	66	21	1	100	1	96	46	35
3	66	1	1	94	3	79	46	44
3	66	17	1	100	1	87	46	22
3	66	13	1	99	6	79	46	31
3	19	20	100	100	20	65	33	26
3	19	6	100	100	69	27	33	46
3	19	21	100	100	67	29	33	35
3	19	1	100	94	72	7	33	44
3	19	17	100	100	29	56	33	22
3	19	13	100	99	27	65	33	31
3	20	6	100	100	63	30	26	46
3	20	21	100	100	85	7	26	35
3	20	1	100	94	66	12	26	44
3	20	17	100	100	25	62	26	22
3	20	13	100	99	65	17	26	31
3	6	21	100	100	32	50	46	35
3	6	1	100	94	25	8	46	44
3	6	17	100	100	10	68	46	22
3	6	13	100	99	14	67	46	31
3	21	1	100	94	67	10	35	44
3	21	17	100	100	19	65	35	22
3	21	13	100	99	12	72	35	31
3	1	17	94	100	25	60	44	22
3	1	13	94	99	23	61	44	31
3	17	13	100	99	62	29	22	31
4	8	10	88	95	28	43	28	30
4	8	13	88	0	73	10	28	65535
4	8	11	88	96	52	30	28	38
4	8	9	88	95	23	45	28	27
4	8	72	88	54	64	19	28	46
4	8	67	88	94	70	18	28	44
4	8	1	88	96	64	21	28	27
4	10	13	95	0	92	2	30	65535
4	10	11	95	96	43	31	30	38
4	10	9	95	95	28	59	30	27
4	10	72	95	54	79	9	30	46
4	10	67	95	94	59	27	30	44
4	10	1	95	96	25	55	30	27
4	13	11	0	96	1	96	65535	38
4	13	9	0	95	7	88	65535	27
4	13	72	0	54	33	25	65535	46
4	13	67	0	94	8	65	65535	44
4	13	1	0	96	9	79	65535	27
